id,S_id,S_name,S_cui_entrezid,S_semtypes,P_name,O_id,O_name,O_cui_entrezid,O_semtypes
D10606185.P13,D10606185.E65,Liver carcinoma,,neop,PROCESS_OF,D10606185.E64,Patients,,humn
D10606185.P14,D10606185.E109,Infection,,patf,COEXISTS_WITH,D10606185.E112,Chronic liver disease,,dsyn
D10613832.P1,D10613832.E6,"PSMD10 protein, human",,gngm,PART_OF,D10613832.E7,Liver carcinoma,,neop
D10613832.P2,D10613832.E16,Liver,,bpoc,LOCATION_OF,D10613832.E17,Carcinogens,,hops
D10613832.P3,D10613832.E8,Liver carcinoma,,neop,ISA,D10613832.E12,Malignant Neoplasms,,neop
D10613832.P4,D10613832.E20,TP53 gene,,gngm,ISA,D10613832.E19,Tumor Suppressor Genes,,gngm
D10613832.P5,D10613832.E20,TP53 gene,,gngm,AUGMENTS,D10613832.E23,Liver carcinoma,,neop
D10613832.P6,D10613832.E33,PSMD10 gene,,gngm,AUGMENTS,D10613832.E35,Liver carcinoma,,neop
D10613832.P7,D10613832.E39,NIH 3T3 Cells,,cell,LOCATION_OF,D10613832.E36,"PSMD10 protein, human",,aapp
D10613832.P8,D10613832.E43,RB1 gene,,gngm,ISA,D10613832.E42,Retinoblastoma Genes,,gngm
D10613832.P9,D10613832.E40,PSMD10 gene,,gngm,INTERACTS_WITH,D10613832.E43,RB1 gene,,gngm
D10613832.P10,D10613832.E40,PSMD10 gene,,gngm,INTERACTS_WITH,D10613832.E42,Retinoblastoma Genes,,gngm
D10613832.P11,D10613832.E48,"PSMD10 protein, human",,aapp,STIMULATES,D10613832.E50,Retinoblastoma Protein,,gngm
D10613832.P12,D10613832.E62,"PSMD10 protein, human",,aapp,AFFECTS,D10613832.E59,cell growth,,celf
D10613832.P13,D10613832.E62,"PSMD10 protein, human",,aapp,AFFECTS,D10613832.E61,"Transformation, function",,phsf
D10626184.P1,D10626184.E4,Liver carcinoma,,neop,PROCESS_OF,D10626184.E3,Homo sapiens,,humn
D10626184.P2,D10626184.E1,MDK gene,,gngm,PART_OF,D10626184.E4,Liver carcinoma,,neop
D10626184.P3,D10626184.E10,Carcinoma,,neop,PROCESS_OF,D10626184.E9,Homo sapiens,,humn
D10626184.P4,D10626184.E8,MDK gene,,gngm,ASSOCIATED_WITH,D10626184.E10,Carcinoma,,neop
D10626184.P5,D10626184.E19,Body tissue,,tisu,PART_OF,D10626184.E18,Neoplasms,,neop
D10626184.P6,D10626184.E23,Tumor Markers,,bacs,PART_OF,D10626184.E22,MDK gene,,aapp
D10626184.P7,D10626184.E15,MDK gene,,gngm,PART_OF,D10626184.E16,Neoplasms,,neop
D10626184.P8,D10626184.E19,Body tissue,,tisu,PART_OF,D10626184.E20,Liver,,bpoc
D10626184.P9,D10626184.E28,Secondary malignant neoplasm of liver,,neop,PROCESS_OF,D10626184.E26,Patients,,humn
D10626184.P10,D10626184.E27,Liver carcinoma,,neop,PROCESS_OF,D10626184.E26,Patients,,humn
D10626184.P11,D10626184.E31,Liver carcinoma,,neop,PROCESS_OF,D10626184.E32,Patients,,humn
D10626184.P12,D10626184.E60,Body tissue,,tisu,PRODUCES,D10626184.E58,"MDK protein, human",,aapp
D10626184.P13,D10626184.E56,Body tissue,,tisu,PRODUCES,D10626184.E58,"MDK protein, human",,aapp
D10626184.P14,D10626184.E70,Neoplasm Metastasis,,neop,PRODUCES,D10626184.E74,MDK gene,,aapp
D10626184.P15,D10626184.E84,Body tissue,,tisu,PART_OF,D10626184.E83,Liver carcinoma,,neop
D10626184.P16,D10626184.E86,Body tissue,,tisu,LOCATION_OF,D10626184.E81,"MDK protein, human",,aapp
D10626820.P1,D10626820.E2,Endostatins,,aapp,PART_OF,D10626820.E1,House mice,,mamm
D10626820.P2,D10626820.E2,Endostatins,,aapp,DISRUPTS,D10626820.E3,Anabolism,,biof
D10626820.P3,D10626820.E32,Mouse Protein,,bacs,PART_OF,D10626820.E31,COL18A1 gene,,aapp
D10626820.P4,D10626820.E20,"Balance, device",,medd,PREVENTS,D10626820.E21,Neoplasms,,neop
D10626820.P5,D10626820.E25,Environment,,spco,LOCATION_OF,D10626820.E19,"Tumor cells, malignant",,cell
D10626820.P6,D10626820.E28,Cells,,cell,PRODUCES,D10626820.E32,Mouse Protein,,aapp
D10626820.P7,D10626820.E61,Vaccination,,topp,ADMINISTERED_TO,D10626820.E62,Mus,,mamm
D10626820.P8,D10626820.E68,Cells,,cell,LOCATION_OF,D10626820.E67,Neoplasms,,neop
D10626820.P9,D10626820.E65,Cells,,cell,LOCATION_OF,D10626820.E63,Neoplasms,,neop
D10626820.P11,D10626820.E70,Vaccination,,topp,compared_with,D10626820.E80,Vaccination,,topp
D10626820.P12,D10626820.E70,Vaccination,,topp,same_as,D10626820.E80,Vaccination,,topp
D10626820.P13,D10626820.E95,COL18A1 gene,,gngm,DISRUPTS,D10626820.E96,Neoplasms,,neop
D10628941.P1,D10628941.E2,Erythropoietin,,aapp,ASSOCIATED_WITH,D10628941.E3,Renal Cell Carcinoma,,neop
D10628941.P2,D10628941.E27,Base Sequence,,nusq,ASSOCIATED_WITH,D10628941.E30,Neoplasms,,neop
D10632332.P1,D10632332.E6,Liver carcinoma,,neop,PROCESS_OF,D10632332.E5,Patients,,humn
D10632332.P2,D10632332.E2,PTGS2 gene,,gngm,PART_OF,D10632332.E3,Liver parenchyma,,bpoc
D10632332.P3,D10632332.E12,Malignant Neoplasms,,neop,PROCESS_OF,D10632332.E11,Homo sapiens,,humn
D10632332.P4,D10632332.E16,PTGS2 gene,,gngm,ASSOCIATED_WITH,D10632332.E17,Liver carcinoma,,neop
D10632332.P5,D10632332.E23,HCCS gene,,gngm,PART_OF,D10632332.E22,Patients,,humn
D10632332.P6,D10632332.E19,PTGS2 gene,,gngm,PART_OF,D10632332.E22,Patients,,humn
D10632332.P7,D10632332.E35,PTGS2 gene,,gngm,AUGMENTS,D10632332.E36,Liver normal,,fndg
D10632332.P8,D10632332.E47,Liver carcinoma,,neop,PRODUCES,D10632332.E50,PTGS2 gene,,aapp
D10632332.P9,D10632332.E67,PTGS2 gene,,gngm,PART_OF,D10632332.E68,Liver carcinoma,,neop
D10649492.P1,D10649492.E14,Colorectal,,spco,LOCATION_OF,D10649492.E15,"Cell Line, Tumor",,cell
D10649492.P2,D10649492.E29,ARHGAP1 gene,,gngm,PART_OF,D10649492.E28,Rattus norvegicus,,mamm
D10649492.P3,D10649492.E20,Genes,,gngm,PART_OF,D10649492.E23,Hybrids,,orgm
D10649492.P4,D10649492.E36,primary tumor,,neop,PART_OF,D10649492.E35,ovarian,,bpoc
D10649492.P5,D10649492.E65,Anatomic Site,,blor,LOCATION_OF,D10649492.E61,mutation analysis,,lbpr
D10660482.P1,D10660482.E11,HFE gene,,gngm,ASSOCIATED_WITH,D10660482.E18,Iron Overload,,dsyn
D10660482.P2,D10660482.E27,Liver carcinoma,,neop,PROCESS_OF,D10660482.E26,Patients,,humn
D10660482.P3,D10660482.E25,Hepatocyte,,cell,LOCATION_OF,D10660482.E24,Neoplastic Cell Transformation,,neop
D10660482.P4,D10660482.E24,Neoplastic Cell Transformation,,neop,AFFECTS,D10660482.E20,Mutation,,genf
D10660482.P5,D10660482.E40,Liver carcinoma,,neop,PROCESS_OF,D10660482.E39,Patients,,humn
D10660482.P6,D10660482.E41,Sign or Symptom,,fndg,PROCESS_OF,D10660482.E39,Patients,,humn
D10660482.P7,D10660482.E48,Liver carcinoma,,neop,PROCESS_OF,D10660482.E49,Patients,,humn
D10660482.P8,D10660482.E64,Liver carcinoma,,neop,AFFECTS,D10660482.E63,Pathogenesis,,patf
D10662591.P1,D10662591.E2,TP53 gene,,gngm,ASSOCIATED_WITH,D10662591.E4,Liver carcinoma,,neop
D10662591.P2,D10662591.E9,TP53 gene,,gngm,ASSOCIATED_WITH,D10662591.E8,Microsatellite Instability,,patf
D10662591.P3,D10662591.E5,Liver carcinoma,,neop,COEXISTS_WITH,D10662591.E12,Hepatocarcinogenesis,,neop
D10662591.P4,D10662591.E61,Dietary intake,,orgf,PROCESS_OF,D10662591.E60,Mutation,,genf
D10662591.P5,D10662591.E65,Liver carcinoma,,neop,ISA,D10662591.E68,Neoplasms,,neop
D10662591.P6,D10662591.E71,Microsatellite Instability,,patf,ASSOCIATED_WITH,D10662591.E76,TP53 gene,,gngm
D10662591.P7,D10662591.E83,TP53 gene,,gngm,ASSOCIATED_WITH,D10662591.E86,Liver carcinoma,,neop
D10665646.P1,D10665646.E4,CTNNB1 gene,,gngm,ASSOCIATED_WITH,D10665646.E5,Liver carcinoma,,neop
D10665646.P2,D10665646.E10,CTNNB1 gene,,gngm,PREDISPOSES,D10665646.E11,Hepatocarcinogenesis,,neop
D10665646.P3,D10665646.E70,Anaplastic Oligodendroglioma,,neop,AFFECTS,D10665646.E57,Mutation,,genf
D10665646.P4,D10665646.E70,Anaplastic Oligodendroglioma,,neop,AFFECTS,D10665646.E64,Mutation,,genf
D10665646.P5,D10665646.E59,CTNNB1 gene,,gngm,ASSOCIATED_WITH,D10665646.E62,Liver carcinoma,,neop
D10665646.P6,D10665646.E65,CTNNB1 gene,,gngm,ASSOCIATED_WITH,D10665646.E69,Hepatocarcinogenesis,,neop
D10668884.P1,D10668884.E7,Liver carcinoma,,neop,PROCESS_OF,D10668884.E6,Patients,,humn
D10668884.P2,D10668884.E4,Bone Marrow,,tisu,PART_OF,D10668884.E6,Patients,,humn
D10668884.P3,D10668884.E5,Blood specimen,,bdsu,PART_OF,D10668884.E6,Patients,,humn
D10668884.P4,D10668884.E12,Recurrence (disease attribute),,patf,PROCESS_OF,D10668884.E9,Patients,,humn
D10668884.P5,D10668884.E10,Liver carcinoma,,neop,PROCESS_OF,D10668884.E9,Patients,,humn
D10668884.P6,D10668884.E25,circulating cancer cell,,cell,PART_OF,D10668884.E24,Liver,,bpoc
D10668884.P7,D10668884.E26,Blood specimen,,bdsu,LOCATION_OF,D10668884.E22,alpha-Fetoproteins,,aapp
D10668884.P8,D10668884.E38,Liver carcinoma,,neop,PROCESS_OF,D10668884.E37,Patients,,humn
D10668884.P9,D10668884.E31,Assay,,lbpr,METHOD_OF,D10668884.E32,Detection,,topp
D10668884.P10,D10668884.E35,Venous blood substance,,tisu,PART_OF,D10668884.E37,Patients,,humn
D10668884.P11,D10668884.E36,Bone marrow specimen,,bdsu,PART_OF,D10668884.E37,Patients,,humn
D10668884.P12,D10668884.E58,Liver carcinoma,,neop,PROCESS_OF,D10668884.E57,Patients,,humn
D10668884.P13,D10668884.E58,Liver carcinoma,,neop,PROCESS_OF,D10668884.E59,Patients,,humn
D10668884.P14,D10668884.E56,Bone marrow specimen,,bdsu,PART_OF,D10668884.E57,Patients,,humn
D10668884.P15,D10668884.E56,Bone marrow specimen,,bdsu,PART_OF,D10668884.E59,Patients,,humn
D10668884.P16,D10668884.E87,Blood specimen,,bdsu,PART_OF,D10668884.E88,Healthy Volunteers,,humn
D10668884.P17,D10668884.E89,Bone marrow specimen,,bdsu,PART_OF,D10668884.E88,Healthy Volunteers,,humn
D10668884.P18,D10668884.E87,Blood specimen,,bdsu,PART_OF,D10668884.E90,Patients,,humn
D10668884.P19,D10668884.E89,Bone marrow specimen,,bdsu,PART_OF,D10668884.E90,Patients,,humn
D10668884.P20,D10668884.E96,Liver carcinoma,,neop,PROCESS_OF,D10668884.E95,Patients,,humn
D10668884.P21,D10668884.E97,,,gngm,PRODUCES,D10668884.E98,Bone marrow specimen,,bdsu
D10668884.P22,D10668884.E101,advanced disease,,fndg,PROCESS_OF,D10668884.E100,Patients,,humn
D10668884.P23,D10668884.E113,Recurrent Malignant Neoplasm,,neop,PROCESS_OF,D10668884.E111,Patients,,humn
D10668884.P24,D10668884.E117,Venous blood substance,,tisu,PART_OF,D10668884.E118,Patients,,humn
D10668884.P25,D10668884.E117,Venous blood substance,,tisu,PART_OF,D10668884.E120,Patients,,humn
D10668884.P26,D10668884.E119,Liver carcinoma,,neop,PROCESS_OF,D10668884.E118,Patients,,humn
D10668884.P27,D10668884.E119,Liver carcinoma,,neop,PROCESS_OF,D10668884.E120,Patients,,humn
D10668884.P28,D10668884.E131,Bone Marrow,,tisu,PART_OF,D10668884.E132,Patients,,humn
D10668884.P29,D10668884.E133,Liver carcinoma,,neop,PROCESS_OF,D10668884.E132,Patients,,humn
D10668884.P30,D10668884.E139,Alpha one fetoprotein measurement,,lbpr,METHOD_OF,D10668884.E142,Detection,,topp
D10671685.P1,D10671685.E6,Liver carcinoma,,neop,PROCESS_OF,D10671685.E5,Homo sapiens,,humn
D10671685.P2,D10671685.E4,TP53 gene,,gngm,ASSOCIATED_WITH,D10671685.E6,Liver carcinoma,,neop
D10671685.P3,D10671685.E8,TP53 gene,,gngm,ASSOCIATED_WITH,D10671685.E10,Liver carcinoma,,neop
D10671685.P4,D10671685.E27,Two,,qnco,ISA,D10671685.E28,Techniques,,ftcn
D10671685.P5,D10671685.E34,Liver carcinoma,,neop,PROCESS_OF,D10671685.E33,Homo sapiens,,humn
D10671685.P6,D10671685.E29,Neoplasms,,neop,COEXISTS_WITH,D10671685.E34,Liver carcinoma,,neop
D10671685.P7,D10671685.E40,Monoclonal Antibodies,,imft,ADMINISTERED_TO,D10671685.E38,Patients,,humn
D10671685.P8,D10671685.E37,Liver carcinoma,,neop,PART_OF,D10671685.E38,Patients,,humn
D10671685.P9,D10671685.E43,TP53 gene,,gngm,ASSOCIATED_WITH,D10671685.E44,Liver carcinoma,,neop
D10671685.P10,D10671685.E75,Liver carcinoma,,neop,PROCESS_OF,D10671685.E74,Homo sapiens,,humn
D10671685.P11,D10671685.E72,TP53 gene,,gngm,ASSOCIATED_WITH,D10671685.E75,Liver carcinoma,,neop
D10673071.P1,D10673071.E11,gamma-Aminobutyric Acid,,aapp,ISA,D10673071.E14,Neurotransmitters,,bacs
D10673071.P2,D10673071.E26,gamma-Aminobutyric Acid,,aapp,DISRUPTS,D10673071.E27,Growth,,orgf
D10673071.P3,D10673071.E51,Muscimol,,orch,INHIBITS,D10673071.E61,Albumins,,gngm
D10673071.P4,D10673071.E96,,,gngm,AFFECTS,D10673071.E115,Cells,,cell
D10673071.P5,D10673071.E96,,,gngm,AFFECTS,D10673071.E107,Receptor Cell,,cell
D10673071.P6,D10673071.E102,Duration,,phsu,COEXISTS_WITH,D10673071.E106,gamma-A,,aapp
D10673071.P7,D10673071.E106,gamma-A,,aapp,compared_with,D10673071.E116,Cloning Vectors,,nnon
D10674843.P1,D10674843.E1,CHGA gene,,gngm,PART_OF,D10674843.E2,Liver carcinoma,,neop
D10674843.P2,D10674843.E5,Germ-Line Mutation,,genf,PROCESS_OF,D10674843.E3,Patients,,humn
D10674843.P3,D10674843.E8,Multiple Endocrine Neoplasia Type 1,,neop,PROCESS_OF,D10674843.E7,Patients,,humn
D10674843.P4,D10674843.E6,Liver carcinoma,,neop,PROCESS_OF,D10674843.E7,Patients,,humn
D10674843.P5,D10674843.E16,Neuroendocrine Tumors,,neop,PROCESS_OF,D10674843.E11,Patients,,humn
D10674843.P6,D10674843.E10,Liver carcinoma,,neop,PROCESS_OF,D10674843.E11,Patients,,humn
D10674843.P7,D10674843.E20,Hepatitis,,dsyn,PROCESS_OF,D10674843.E17,Patients,,humn
D10674843.P8,D10674843.E18,Islet Cell Tumor,,neop,PROCESS_OF,D10674843.E17,Patients,,humn
D10676663.P1,D10676663.E8,Malignant tumor of colon,,neop,PROCESS_OF,D10676663.E7,Homo sapiens,,humn
D10676663.P2,D10676663.E6,"Genes, Suppressor",,gngm,ASSOCIATED_WITH,D10676663.E8,Malignant tumor of colon,,neop
D10676663.P3,D10676663.E14,Neoplasm Metastasis,,neop,COEXISTS_WITH,D10676663.E15,Malignant tumor of colon,,neop
D10676663.P4,D10676663.E22,Body tissue,,tisu,PART_OF,D10676663.E21,Primary malignant colonic tumor,,neop
D10676663.P5,D10676663.E65,trichostatin A,,antb,ISA,D10676663.E64,Histone deacetylase inhibitor,,aapp
D10676663.P6,D10676663.E66,Vorinostat,,orch,ISA,D10676663.E64,Histone deacetylase inhibitor,,aapp
D10676663.P7,D10676663.E90,Secondary malignant neoplasm of liver,,neop,PROCESS_OF,D10676663.E91,"Mice, Nude",,mamm
D10680884.P1,D10680884.E3,Liver,,bpoc,LOCATION_OF,D10680884.E2,Clear cell tumor,,neop
D10680884.P2,D10680884.E8,Hepatic,,blor,LOCATION_OF,D10680884.E9,Metastatic Mass,,fndg
D10680884.P3,D10680884.E17,Biopsy sample,,tisu,LOCATION_OF,D10680884.E12,Liver carcinoma,,neop
D10680884.P4,D10680884.E18,In Situ Hybridization,,mbrt,METHOD_OF,D10680884.E22,Detection,,topp
D10680884.P5,D10680884.E62,Retroperitoneal Space,,bsoj,LOCATION_OF,D10680884.E57,Clear cell tumor,,neop
D10680884.P6,D10680884.E62,Retroperitoneal Space,,bsoj,LOCATION_OF,D10680884.E61,Clear cell tumor,,neop
D10680884.P7,D10680884.E73,Clear Cell Hepatocellular Carcinoma,,neop,PRODUCES,D10680884.E77,,,aapp
D10680884.P8,D10680884.E73,Clear Cell Hepatocellular Carcinoma,,neop,PRODUCES,D10680884.E74,,,aapp
D10680884.P9,D10680884.E79,Neoplasms,,neop,PRODUCES,D10680884.E82,,,aapp
D10680884.P10,D10680884.E79,Neoplasms,,neop,PRODUCES,D10680884.E81,,,aapp
D10680884.P11,D10680884.E85,Serum,,bdsu,LOCATION_OF,D10680884.E86,,,aapp
D10680884.P12,D10680884.E99,Retroperitoneal Space,,bsoj,LOCATION_OF,D10680884.E96,"Adenocarcinoma, Clear Cell",,neop
D10680884.P13,D10680884.E99,Retroperitoneal Space,,bsoj,LOCATION_OF,D10680884.E98,Clear cell tumor,,neop
D10692445.P1,D10692445.E1,NF-kappa B,,aapp,AFFECTS,D10692445.E2,Apoptosis,,celf
D10692445.P2,D10692445.E4,,,gngm,ASSOCIATED_WITH,D10692445.E6,adenovirus hepatitis,,dsyn
D10692445.P3,D10692445.E17,NF-kappa B,,gngm,CAUSES,D10692445.E29,positive regulation of NF-kappaB transcription factor activity,,celf
D10692445.P4,D10692445.E41,Adenoviral Vector,,nnon,INTERACTS_WITH,D10692445.E44,NFKBIA gene,,aapp
D10692445.P5,D10692445.E38,adenovirus hepatitis,,dsyn,AFFECTS,D10692445.E40,Mouse Model,,emod
D10692445.P6,D10692445.E48,DNA,,bacs,PART_OF,D10692445.E47,NF-kappa B,,aapp
D10692445.P7,D10692445.E45,LacZ Genes,,gngm,PRODUCES,D10692445.E46,Adenoviral Vector,,nnon
D10692445.P8,D10692445.E48,DNA,,bacs,STIMULATES,D10692445.E50,,,gngm
D10692445.P9,D10692445.E66,I Kappa B-Alpha,,aapp,INHIBITS,D10692445.E61,NF-kappa B,,aapp
D10692445.P10,D10692445.E64,Liver,,bpoc,LOCATION_OF,D10692445.E63,Adenoviral infections,,dsyn
D10692445.P11,D10692445.E69,I Kappa B-Alpha,,gngm,PRODUCES,D10692445.E70,Adenoviral Vector,,nnon
D10692445.P12,D10692445.E69,I Kappa B-Alpha,,aapp,INTERACTS_WITH,D10692445.E67,LacZ Genes,,aapp
D10692445.P13,D10692445.E90,I Kappa B-Alpha,,aapp,INHIBITS,D10692445.E87,,,gngm
D10692445.P14,D10692445.E82,,,gngm,PART_OF,D10692445.E81,Cultured Cell Line,,cell
D10692445.P15,D10692445.E100,Assay,,lbpr,USES,D10692445.E99,caspase-3,,aapp
D10692445.P16,D10692445.E105,Adenoviral infections,,dsyn,ASSOCIATED_WITH,D10692445.E107,caspase-3 activity,,moft
D10692445.P17,D10692445.E117,NF-kappa B,,aapp,COEXISTS_WITH,D10692445.E118,,,gngm
D10692445.P18,D10692445.E115,pro-apoptosis,,celf,AFFECTS,D10692445.E122,Hepatocyte,,cell
D10692445.P19,D10692445.E123,NF-kappa B,,aapp,AFFECTS,D10692445.E124,hepatocyte apoptotic process,,celf
D10692769.P1,D10692769.E34,Cytoplasmic Protein,,bacs,PART_OF,D10692769.E32,GPNMB gene,,aapp
D10692769.P2,D10692769.E82,Multiple polyps,,neop,ISA,D10692769.E83,Malignant Neoplasms,,neop
D10692769.P3,D10692769.E99,"Promoter Regions, Genetic",,bacs,PART_OF,D10692769.E100,E-Cadherin,,aapp
D10692769.P4,D10692769.E96,Gene Mutation,,genf,PRODUCES,D10692769.E103,Cell surface,,celc
D10692769.P5,D10692769.E105,E-Cadherin,,aapp,DISRUPTS,D10692769.E94,catenin complex,,celc
D10692769.P6,D10692769.E116,Malignant neoplasm of gastrointestinal tract,,neop,PROCESS_OF,D10692769.E115,Homo sapiens,,humn
D10692769.P7,D10692769.E124,CDH1 gene,,gngm,ASSOCIATED_WITH,D10692769.E127,diffuse carcinoma of the stomach,,neop
D10692769.P8,D10692769.E130,"Promoter Regions, Genetic",,bacs,PART_OF,D10692769.E131,CDH1 gene,,aapp
D10692769.P9,D10692769.E131,CDH1 gene,,gngm,ASSOCIATED_WITH,D10692769.E132,Liver carcinoma,,neop
D10692769.P10,D10692769.E128,cytidylyl-3'-5'-guanosine,,bacs,COEXISTS_WITH,D10692769.E135,Tumor Suppressor Genes,,gngm
D10692769.P11,D10692769.E128,cytidylyl-3'-5'-guanosine,,bacs,COEXISTS_WITH,D10692769.E136,CTNNB1 gene,,gngm
D10692769.P12,D10692769.E135,Tumor Suppressor Genes,,gngm,ASSOCIATED_WITH,D10692769.E138,Colorectal Cancer,,neop
D10692769.P13,D10692769.E136,CTNNB1 gene,,gngm,ASSOCIATED_WITH,D10692769.E138,Colorectal Cancer,,neop
D10692769.P14,D10692769.E143,CDH1 gene,,gngm,ASSOCIATED_WITH,D10692769.E144,Malignant neoplasm of gastrointestinal tract,,neop
D10699924.P1,D10699924.E8,Liver carcinoma,,neop,PROCESS_OF,D10699924.E7,Homo sapiens,,humn
D10699924.P2,D10699924.E11,Liver carcinoma,,neop,PROCESS_OF,D10699924.E10,Homo sapiens,,humn
D10699924.P3,D10699924.E14,DNA,,bacs,ASSOCIATED_WITH,D10699924.E17,Liver carcinoma,,neop
D10699924.P4,D10699924.E63,Subcutaneous Fat,,tisu,LOCATION_OF,D10699924.E61,Neoplasms,,neop
D10699924.P5,D10699924.E63,Subcutaneous Fat,,tisu,PART_OF,D10699924.E64,"Mice, Nude",,mamm
D10699924.P6,D10699924.E81,Premalignant Cell,,cell,PART_OF,D10699924.E80,Liver,,bpoc
D10699924.P7,D10699924.E81,Premalignant Cell,,cell,LOCATION_OF,D10699924.E78,Anaplastic Oligodendroglioma,,neop
D10700176.P1,D10700176.E1,AXIN1 gene,,gngm,ASSOCIATED_WITH,D10700176.E4,Growth retardation,,patf
D10700176.P2,D10700176.E1,AXIN1 gene,,gngm,ASSOCIATED_WITH,D10700176.E3,Liver carcinoma,,neop
D10700176.P3,D10700176.E15,Cytoplasm,,celc,LOCATION_OF,D10700176.E14,CTNNB1 gene,,aapp
D10700176.P4,D10700176.E32,Neoplasms,,neop,PROCESS_OF,D10700176.E31,Homo sapiens,,humn
D10700176.P5,D10700176.E28,CTNNB1 gene,,gngm,ASSOCIATED_WITH,D10700176.E32,Neoplasms,,neop
D10700176.P6,D10700176.E29,PROC wt Allele,,gngm,ASSOCIATED_WITH,D10700176.E32,Neoplasms,,neop
D10700176.P7,D10700176.E47,,,gngm,COEXISTS_WITH,D10700176.E41,AXIN1 gene,,gngm
D10700176.P8,D10700176.E35,,,gngm,COEXISTS_WITH,D10700176.E41,AXIN1 gene,,gngm
D10700176.P10,D10700176.E54,Cultured Cell Line,,cell,LOCATION_OF,D10700176.E52,AXIN1 gene,,aapp
D10700176.P11,D10700176.E64,CTNNB1 gene,,gngm,COEXISTS_WITH,D10700176.E63,,,gngm
D10700176.P12,D10700176.E70,Colorectal,,spco,LOCATION_OF,D10700176.E71,"Tumor cells, malignant",,cell
D10700176.P13,D10700176.E76,AXIN1 gene,,gngm,CAUSES,D10700176.E84,Colorectal Cancer,,neop
D10700176.P14,D10700176.E75,CTNNB1 gene,,gngm,CAUSES,D10700176.E84,Colorectal Cancer,,neop
D10700176.P15,D10700176.E74,PROC wt Allele,,gngm,CAUSES,D10700176.E84,Colorectal Cancer,,neop
D10704681.P1,D10704681.E7,Primary malignant neoplasm of liver,,neop,PROCESS_OF,D10704681.E6,Homo sapiens,,humn
D10704681.P2,D10704681.E2,CDKN2A gene,,gngm,AFFECTS,D10704681.E4,rodent cell line,,cell
D10704681.P3,D10704681.E9,CDKN2A gene,,gngm,ISA,D10704681.E8,Tumor Suppressor Genes,,gngm
D10704681.P4,D10704681.E33,Tumor Suppressor Genes,,gngm,INHIBITS,D10704681.E26,Exons,,bacs
D10704681.P5,D10704681.E39,Liver and Intrahepatic Biliary Tract Carcinoma,,neop,PROCESS_OF,D10704681.E38,Homo sapiens,,humn
D10704681.P6,D10704681.E61,CDKN2A gene,,gngm,ASSOCIATED_WITH,D10704681.E64,Hepatocarcinogenesis,,neop
D10705874.P1,D10705874.E1,mutation analysis,,lbpr,DIAGNOSES,D10705874.E5,Liver carcinoma,,neop
D10705874.P2,D10705874.E25,Neoplasms,,neop,PROCESS_OF,D10705874.E24,Homo sapiens,,humn
D10705874.P3,D10705874.E20,"Chromosomes, Human, Pair 3",,celc,LOCATION_OF,D10705874.E19,Candidate Tumor Suppressor Gene,,aapp
D10705874.P4,D10705874.E27,PTEN gene,,gngm,INTERACTS_WITH,D10705874.E29,10q,,nusq
D10705874.P5,D10705874.E29,10q,,nusq,ASSOCIATED_WITH,D10705874.E32,Liver neoplasms,,neop
D10705874.P6,D10705874.E45,Body tissue,,tisu,PART_OF,D10705874.E44,Liver neoplasms,,neop
D10705874.P7,D10705874.E62,PTEN gene,,aapp,TREATS,D10705874.E67,Malignant Neoplasms,,neop
D10705874.P8,D10705874.E58,FHIT gene,,gngm,ASSOCIATED_WITH,D10705874.E70,Neoplastic Cell Transformation,,neop
D10705874.P9,D10705874.E57,TSG101 gene,,gngm,ASSOCIATED_WITH,D10705874.E70,Neoplastic Cell Transformation,,neop
D10705874.P10,D10705874.E81,Liver neoplasms,,neop,AFFECTS,D10705874.E80,Pathogenesis,,patf
D10706123.P1,D10706123.E4,Liver carcinoma,,neop,PROCESS_OF,D10706123.E3,Homo sapiens,,humn
D10706123.P2,D10706123.E2,FHIT gene,,gngm,AFFECTS,D10706123.E4,Liver carcinoma,,neop
D10706123.P3,D10706123.E16,Malignant Neoplasms,,neop,PROCESS_OF,D10706123.E15,Homo sapiens,,humn
D10706123.P4,D10706123.E21,Pharmacologic Substance,,phsu,COEXISTS_WITH,D10706123.E7,Candidate Tumor Suppressor Gene,,gngm
D10706123.P5,D10706123.E8,FHIT gene,,gngm,COEXISTS_WITH,D10706123.E12,"Genome, Human",,gngm
D10706123.P6,D10706123.E26,Carcinogens,,hops,ISA,D10706123.E27,Agent,,chvf
D10706123.P7,D10706123.E23,Liver carcinoma,,neop,PROCESS_OF,D10706123.E22,Homo sapiens,,humn
D10706123.P8,D10706123.E23,Liver carcinoma,,neop,ISA,D10706123.E25,Malignant Neoplasms,,neop
D10706123.P9,D10706123.E40,Liver carcinoma,,neop,PROCESS_OF,D10706123.E39,Homo sapiens,,humn
D10706123.P10,D10706123.E50,Liver carcinoma,,neop,PROCESS_OF,D10706123.E49,Homo sapiens,,humn
D10706123.P11,D10706123.E44,FHIT gene,,gngm,PART_OF,D10706123.E46,Hepatocyte,,cell
D10706123.P12,D10706123.E52,FHIT gene,,gngm,COEXISTS_WITH,D10706123.E59,DNA,,bacs
D10706123.P13,D10706123.E68,Cultured Cell Line,,cell,PRODUCES,D10706123.E72,fragile histidine triad protein,,aapp
D10706123.P14,D10706123.E96,FHIT gene,,gngm,PART_OF,D10706123.E94,Cultured Cell Line,,cell
